Arduino: Pronto para conectar. Aguardando 'START' do PC...
Arduino: Timeout! Nao recebeu 'START'. Reiniciando...
---------- INICIANDO SENSOR ALCOHOL 3 ---------
ValorADC, Tensao [V], Resistencia [kOhm], Etanol [ppm], T [ºC], Humidade [%]
12, 0.01, 1599.17, 0.26, 26.76, 85.40
12, 0.01, 1599.17, 0.26, 26.74, 85.39
12, 0.01, 1599.17, 0.26, 26.76, 85.40
12, 0.01, 1599.17, 0.26, 26.75, 85.41
12, 0.01, 1599.17, 0.26, 26.75, 85.39
12, 0.01, 1599.17, 0.26, 26.74, 85.43
12, 0.01, 1599.17, 0.26, 26.75, 85.41
12, 0.01, 1599.17, 0.26, 26.75, 85.43
12, 0.01, 1599.17, 0.26, 26.76, 85.41
12, 0.01, 1599.17, 0.26, 26.77, 85.42
12, 0.01, 1599.17, 0.26, 26.74, 85.44
12, 0.01, 1599.17, 0.26, 26.76, 85.43
12, 0.01, 1599.17, 0.26, 26.75, 85.43
12, 0.01, 1599.17, 0.26, 26.74, 85.41
12, 0.01, 1599.17, 0.26, 26.75, 85.45
12, 0.01, 1599.17, 0.26, 26.74, 85.44
12, 0.01, 1599.17, 0.26, 26.76, 85.41
12, 0.01, 1599.17, 0.26, 26.76, 85.39
12, 0.01, 1599.17, 0.26, 26.75, 85.39
12, 0.01, 1599.17, 0.26, 26.73, 85.49
12, 0.01, 1599.17, 0.26, 26.75, 85.44
12, 0.01, 1599.17, 0.26, 26.74, 85.43
12, 0.01, 1599.17, 0.26, 26.76, 85.48
12, 0.01, 1599.17, 0.26, 26.74, 85.47
12, 0.01, 1599.17, 0.26, 26.74, 85.44
12, 0.01, 1599.17, 0.26, 26.72, 85.45
12, 0.01, 1599.17, 0.26, 26.73, 85.46
12, 0.01, 1599.17, 0.26, 26.74, 85.48
12, 0.01, 1599.17, 0.26, 26.73, 85.51
12, 0.01, 1599.17, 0.26, 26.75, 85.49
12, 0.01, 1599.17, 0.26, 26.74, 85.47
12, 0.01, 1599.17, 0.26, 26.74, 85.49
12, 0.01, 1599.17, 0.26, 26.73, 85.48
12, 0.01, 1599.17, 0.26, 26.74, 85.46
12, 0.01, 1599.17, 0.26, 26.73, 85.48
12, 0.01, 1599.17, 0.26, 26.73, 85.46
12, 0.01, 1599.17, 0.26, 26.73, 85.52
12, 0.01, 1599.17, 0.26, 26.73, 85.52
12, 0.01, 1599.17, 0.26, 26.73, 85.51
12, 0.01, 1599.17, 0.26, 26.72, 85.51
12, 0.01, 1599.17, 0.26, 26.71, 85.57
12, 0.01, 1599.17, 0.26, 26.72, 85.55
12, 0.01, 1599.17, 0.26, 26.73, 85.52
12, 0.01, 1599.17, 0.26, 26.72, 85.51
12, 0.01, 1599.17, 0.26, 26.71, 85.54
12, 0.01, 1599.17, 0.26, 26.72, 85.53
12, 0.01, 1599.17, 0.26, 26.72, 85.55
12, 0.01, 1599.17, 0.26, 26.70, 85.52
12, 0.01, 1599.17, 0.26, 26.71, 85.56
12, 0.01, 1599.17, 0.26, 26.71, 85.59
12, 0.01, 1599.17, 0.26, 26.72, 85.59
12, 0.01, 1599.17, 0.26, 26.71, 85.58
12, 0.01, 1599.17, 0.26, 26.72, 85.56
12, 0.01, 1599.17, 0.26, 26.73, 85.53
12, 0.01, 1599.17, 0.26, 26.73, 85.54
12, 0.01, 1599.17, 0.26, 26.72, 85.53
12, 0.01, 1599.17, 0.26, 26.70, 85.60
12, 0.01, 1599.17, 0.26, 26.71, 85.53
12, 0.01, 1599.17, 0.26, 26.70, 85.63
12, 0.01, 1599.17, 0.26, 26.70, 85.62
12, 0.01, 1599.17, 0.26, 26.70, 85.64
12, 0.01, 1599.17, 0.26, 26.70, 85.61
12, 0.01, 1599.17, 0.26, 26.70, 85.64
12, 0.01, 1599.17, 0.26, 26.69, 85.62
12, 0.01, 1599.17, 0.26, 26.68, 85.65
12, 0.01, 1599.17, 0.26, 26.69, 85.63
12, 0.01, 1599.17, 0.26, 26.68, 85.66
12, 0.01, 1599.17, 0.26, 26.69, 85.64
12, 0.01, 1599.17, 0.26, 26.68, 85.67
12, 0.01, 1599.17, 0.26, 26.68, 85.69
12, 0.01, 1599.17, 0.26, 26.68, 85.68
12, 0.01, 1599.17, 0.26, 26.68, 85.69
12, 0.01, 1599.17, 0.26, 26.69, 85.66
12, 0.01, 1599.17, 0.26, 26.68, 85.68
12, 0.01, 1599.17, 0.26, 26.69, 85.64
12, 0.01, 1599.17, 0.26, 26.69, 85.67
12, 0.01, 1599.17, 0.26, 26.69, 85.65
12, 0.01, 1599.17, 0.26, 26.68, 85.65
12, 0.01, 1599.17, 0.26, 26.69, 85.70
12, 0.01, 1599.17, 0.26, 26.66, 85.71
12, 0.01, 1599.17, 0.26, 26.67, 85.69
12, 0.01, 1599.17, 0.26, 26.66, 85.73
12, 0.01, 1599.17, 0.26, 26.67, 85.72
12, 0.01, 1599.17, 0.26, 26.66, 85.74
12, 0.01, 1599.17, 0.26, 26.67, 85.71
12, 0.01, 1599.17, 0.26, 26.66, 85.71
12, 0.01, 1599.17, 0.26, 26.65, 85.78
12, 0.01, 1599.17, 0.26, 26.66, 85.72
12, 0.01, 1599.17, 0.26, 26.64, 85.77
12, 0.01, 1599.17, 0.26, 26.64, 85.78
12, 0.01, 1599.17, 0.26, 26.66, 85.77
12, 0.01, 1599.17, 0.26, 26.64, 85.76
12, 0.01, 1599.17, 0.26, 26.67, 85.74
12, 0.01, 1599.17, 0.26, 26.64, 85.75
12, 0.01, 1599.17, 0.26, 26.66, 85.76
12, 0.01, 1599.17, 0.26, 26.65, 85.77
12, 0.01, 1599.17, 0.26, 26.64, 85.76
12, 0.01, 1599.17, 0.26, 26.63, 85.77
12, 0.01, 1599.17, 0.26, 26.64, 85.80
12, 0.01, 1599.17, 0.26, 26.65, 85.80
12, 0.01, 1599.17, 0.26, 26.66, 85.79
12, 0.01, 1599.17, 0.26, 26.65, 85.79
12, 0.01, 1599.17, 0.26, 26.63, 85.79
12, 0.01, 1599.17, 0.26, 26.62, 85.82
12, 0.01, 1599.17, 0.26, 26.63, 85.85
12, 0.01, 1599.17, 0.26, 26.62, 85.85
12, 0.01, 1599.17, 0.26, 26.63, 85.85
12, 0.01, 1599.17, 0.26, 26.62, 85.86
12, 0.01, 1599.17, 0.26, 26.60, 85.87
12, 0.01, 1599.17, 0.26, 26.60, 85.89
12, 0.01, 1599.17, 0.26, 26.61, 85.87
12, 0.01, 1599.17, 0.26, 26.60, 85.89
12, 0.01, 1599.17, 0.26, 26.59, 85.92
12, 0.01, 1599.17, 0.26, 26.60, 85.94
12, 0.01, 1599.17, 0.26, 26.60, 85.94
12, 0.01, 1599.17, 0.26, 26.60, 85.90
12, 0.01, 1599.17, 0.26, 26.61, 85.90
12, 0.01, 1599.17, 0.26, 26.61, 85.89
12, 0.01, 1599.17, 0.26, 26.61, 85.90
12, 0.01, 1599.17, 0.26, 26.61, 85.91
12, 0.01, 1599.17, 0.26, 26.61, 85.92
12, 0.01, 1599.17, 0.26, 26.60, 85.89
12, 0.01, 1599.17, 0.26, 26.60, 85.93
12, 0.01, 1599.17, 0.26, 26.58, 85.96
12, 0.01, 1599.17, 0.26, 26.60, 85.97
12, 0.01, 1599.17, 0.26, 26.60, 85.92
12, 0.01, 1599.17, 0.26, 26.61, 85.89
12, 0.01, 1599.17, 0.26, 26.60, 85.91
12, 0.01, 1599.17, 0.26, 26.61, 85.94
12, 0.01, 1599.17, 0.26, 26.59, 85.92
12, 0.01, 1599.17, 0.26, 26.60, 85.95
12, 0.01, 1599.17, 0.26, 26.60, 85.95
12, 0.01, 1599.17, 0.26, 26.60, 85.93
12, 0.01, 1599.17, 0.26, 26.61, 85.90
12, 0.01, 1599.17, 0.26, 26.60, 85.89
12, 0.01, 1599.17, 0.26, 26.58, 85.98
12, 0.01, 1599.17, 0.26, 26.58, 86.00
12, 0.01, 1599.17, 0.26, 26.58, 85.98
12, 0.01, 1599.17, 0.26, 26.59, 85.95
12, 0.01, 1599.17, 0.26, 26.56, 85.98
12, 0.01, 1599.17, 0.26, 26.54, 86.07
12, 0.01, 1599.17, 0.26, 26.56, 86.05
12, 0.01, 1599.17, 0.26, 26.57, 86.03
12, 0.01, 1599.17, 0.26, 26.56, 86.03
12, 0.01, 1599.17, 0.26, 26.57, 85.99
12, 0.01, 1599.17, 0.26, 26.57, 85.99
12, 0.01, 1599.17, 0.26, 26.58, 86.00
12, 0.01, 1599.17, 0.26, 26.57, 85.99
12, 0.01, 1599.17, 0.26, 26.59, 85.99
12, 0.01, 1599.17, 0.26, 26.57, 86.02
12, 0.01, 1599.17, 0.26, 26.57, 86.02
12, 0.01, 1599.17, 0.26, 26.56, 86.04
12, 0.01, 1599.17, 0.26, 26.56, 86.04
12, 0.01, 1599.17, 0.26, 26.57, 86.04
12, 0.01, 1599.17, 0.26, 26.57, 86.02
12, 0.01, 1599.17, 0.26, 26.54, 86.07
12, 0.01, 1599.17, 0.26, 26.55, 86.06
12, 0.01, 1599.17, 0.26, 26.55, 86.07
12, 0.01, 1599.17, 0.26, 26.56, 86.08
12, 0.01, 1599.17, 0.26, 26.56, 86.06
12, 0.01, 1599.17, 0.26, 26.55, 86.07
12, 0.01, 1599.17, 0.26, 26.53, 86.10
12, 0.01, 1599.17, 0.26, 26.55, 86.09
12, 0.01, 1599.17, 0.26, 26.54, 86.07
12, 0.01, 1599.17, 0.26, 26.55, 86.07
12, 0.01, 1599.17, 0.26, 26.54, 86.08
12, 0.01, 1599.17, 0.26, 26.54, 86.08
12, 0.01, 1599.17, 0.26, 26.55, 86.04
12, 0.01, 1599.17, 0.26, 26.57, 86.05
12, 0.01, 1599.17, 0.26, 26.56, 86.07
12, 0.01, 1599.17, 0.26, 26.55, 86.08
12, 0.01, 1599.17, 0.26, 26.57, 86.04
12, 0.01, 1599.17, 0.26, 26.56, 86.04
12, 0.01, 1599.17, 0.26, 26.54, 86.07
12, 0.01, 1599.17, 0.26, 26.54, 86.06
12, 0.01, 1599.17, 0.26, 26.54, 86.10
12, 0.01, 1599.17, 0.26, 26.53, 86.10
12, 0.01, 1599.17, 0.26, 26.52, 86.09
12, 0.01, 1599.17, 0.26, 26.55, 86.12
12, 0.01, 1599.17, 0.26, 26.52, 86.15
12, 0.01, 1599.17, 0.26, 26.51, 86.14
12, 0.01, 1599.17, 0.26, 26.52, 86.14
12, 0.01, 1599.17, 0.26, 26.53, 86.13
12, 0.01, 1599.17, 0.26, 26.53, 86.09
12, 0.01, 1599.17, 0.26, 26.53, 86.09
12, 0.01, 1599.17, 0.26, 26.52, 86.15
12, 0.01, 1599.17, 0.26, 26.53, 86.13
12, 0.01, 1599.17, 0.26, 26.51, 86.18
12, 0.01, 1599.17, 0.26, 26.52, 86.15
12, 0.01, 1599.17, 0.26, 26.50, 86.20
12, 0.01, 1599.17, 0.26, 26.51, 86.20
12, 0.01, 1599.17, 0.26, 26.52, 86.18
12, 0.01, 1599.17, 0.26, 26.53, 86.15
12, 0.01, 1599.17, 0.26, 26.52, 86.17
12, 0.01, 1599.17, 0.26, 26.52, 86.17
12, 0.01, 1599.17, 0.26, 26.52, 86.14
12, 0.01, 1599.17, 0.26, 26.51, 86.15
12, 0.01, 1599.17, 0.26, 26.51, 86.14
12, 0.01, 1599.17, 0.26, 26.52, 86.16
12, 0.01, 1599.17, 0.26, 26.51, 86.16
12, 0.01, 1599.17, 0.26, 26.52, 86.16
12, 0.01, 1599.17, 0.26, 26.52, 86.15
12, 0.01, 1599.17, 0.26, 26.48, 86.20
12, 0.01, 1599.17, 0.26, 26.48, 86.19
12, 0.01, 1599.17, 0.26, 26.49, 86.22
12, 0.01, 1599.17, 0.26, 26.50, 86.16
12, 0.01, 1599.17, 0.26, 26.51, 86.20
12, 0.01, 1599.17, 0.26, 26.50, 86.20
12, 0.01, 1599.17, 0.26, 26.51, 86.19
12, 0.01, 1599.17, 0.26, 26.49, 86.21
12, 0.01, 1599.17, 0.26, 26.51, 86.21
12, 0.01, 1599.17, 0.26, 26.50, 86.18
12, 0.01, 1599.17, 0.26, 26.48, 86.24
12, 0.01, 1599.17, 0.26, 26.49, 86.23
12, 0.01, 1599.17, 0.26, 26.49, 86.21
12, 0.01, 1599.17, 0.26, 26.47, 86.23
12, 0.01, 1599.17, 0.26, 26.46, 86.25
12, 0.01, 1599.17, 0.26, 26.47, 86.23
12, 0.01, 1599.17, 0.26, 26.48, 86.24
12, 0.01, 1599.17, 0.26, 26.48, 86.24
12, 0.01, 1599.17, 0.26, 26.47, 86.27
12, 0.01, 1599.17, 0.26, 26.48, 86.22
12, 0.01, 1599.17, 0.26, 26.46, 86.28
12, 0.01, 1599.17, 0.26, 26.47, 86.27
12, 0.01, 1599.17, 0.26, 26.47, 86.26
12, 0.01, 1599.17, 0.26, 26.48, 86.22
12, 0.01, 1599.17, 0.26, 26.48, 86.24
12, 0.01, 1599.17, 0.26, 26.48, 86.25
12, 0.01, 1599.17, 0.26, 26.49, 86.24
12, 0.01, 1599.17, 0.26, 26.48, 86.23
12, 0.01, 1599.17, 0.26, 26.48, 86.24
12, 0.01, 1599.17, 0.26, 26.48, 86.28
12, 0.01, 1599.17, 0.26, 26.48, 86.24
12, 0.01, 1599.17, 0.26, 26.46, 86.23
12, 0.01, 1599.17, 0.26, 26.47, 86.28
12, 0.01, 1599.17, 0.26, 26.45, 86.26
12, 0.01, 1599.17, 0.26, 26.46, 86.29
12, 0.01, 1599.17, 0.26, 26.46, 86.26
12, 0.01, 1599.17, 0.26, 26.47, 86.30
12, 0.01, 1599.17, 0.26, 26.45, 86.33
12, 0.01, 1599.17, 0.26, 26.48, 86.28
12, 0.01, 1599.17, 0.26, 26.48, 86.24
12, 0.01, 1599.17, 0.26, 26.48, 86.25
12, 0.01, 1599.17, 0.26, 26.47, 86.26
12, 0.01, 1599.17, 0.26, 26.47, 86.24
12, 0.01, 1599.17, 0.26, 26.48, 86.24
12, 0.01, 1599.17, 0.26, 26.47, 86.24
12, 0.01, 1599.17, 0.26, 26.46, 86.23
12, 0.01, 1599.17, 0.26, 26.47, 86.27
12, 0.01, 1599.17, 0.26, 26.48, 86.23
12, 0.01, 1599.17, 0.26, 26.48, 86.26
12, 0.01, 1599.17, 0.26, 26.46, 86.26
12, 0.01, 1599.17, 0.26, 26.47, 86.26
12, 0.01, 1599.17, 0.26, 26.48, 86.27
12, 0.01, 1599.17, 0.26, 26.47, 86.24
12, 0.01, 1599.17, 0.26, 26.47, 86.26
12, 0.01, 1599.17, 0.26, 26.45, 86.27
12, 0.01, 1599.17, 0.26, 26.46, 86.29
12, 0.01, 1599.17, 0.26, 26.46, 86.29
12, 0.01, 1599.17, 0.26, 26.46, 86.27
12, 0.01, 1599.17, 0.26, 26.47, 86.27
12, 0.01, 1599.17, 0.26, 26.47, 86.25
12, 0.01, 1599.17, 0.26, 26.45, 86.29
12, 0.01, 1599.17, 0.26, 26.45, 86.27
12, 0.01, 1599.17, 0.26, 26.45, 86.29
12, 0.01, 1599.17, 0.26, 26.44, 86.31
12, 0.01, 1599.17, 0.26, 26.46, 86.31
12, 0.01, 1599.17, 0.26, 26.45, 86.29
12, 0.01, 1599.17, 0.26, 26.46, 86.29
12, 0.01, 1599.17, 0.26, 26.45, 86.29
12, 0.01, 1599.17, 0.26, 26.46, 86.30
12, 0.01, 1599.17, 0.26, 26.46, 86.27
12, 0.01, 1599.17, 0.26, 26.47, 86.27
12, 0.01, 1599.17, 0.26, 26.46, 86.28
12, 0.01, 1599.17, 0.26, 26.44, 86.28
12, 0.01, 1599.17, 0.26, 26.46, 86.27
12, 0.01, 1599.17, 0.26, 26.44, 86.32
12, 0.01, 1599.17, 0.26, 26.44, 86.32
12, 0.01, 1599.17, 0.26, 26.44, 86.30
12, 0.01, 1599.17, 0.26, 26.45, 86.33
12, 0.01, 1599.17, 0.26, 26.45, 86.30
12, 0.01, 1599.17, 0.26, 26.44, 86.31
12, 0.01, 1599.17, 0.26, 26.45, 86.32
12, 0.01, 1599.17, 0.26, 26.44, 86.31
12, 0.01, 1599.17, 0.26, 26.45, 86.32
12, 0.01, 1599.17, 0.26, 26.47, 86.26
12, 0.01, 1599.17, 0.26, 26.45, 86.26
12, 0.01, 1599.17, 0.26, 26.46, 86.31
12, 0.01, 1599.17, 0.26, 26.45, 86.30
12, 0.01, 1599.17, 0.26, 26.45, 86.30
12, 0.01, 1599.17, 0.26, 26.45, 86.31
12, 0.01, 1599.17, 0.26, 26.45, 86.25
12, 0.01, 1599.17, 0.26, 26.46, 86.29
12, 0.01, 1599.17, 0.26, 26.45, 86.30
12, 0.01, 1599.17, 0.26, 26.43, 86.35
12, 0.01, 1599.17, 0.26, 26.44, 86.35
12, 0.01, 1599.17, 0.26, 26.45, 86.32
12, 0.01, 1599.17, 0.26, 26.45, 86.36
12, 0.01, 1599.17, 0.26, 26.44, 86.31
12, 0.01, 1599.17, 0.26, 26.45, 86.29
12, 0.01, 1599.17, 0.26, 26.46, 86.29
12, 0.01, 1599.17, 0.26, 26.45, 86.33
12, 0.01, 1599.17, 0.26, 26.44, 86.30
12, 0.01, 1599.17, 0.26, 26.44, 86.31
12, 0.01, 1599.17, 0.26, 26.46, 86.33
12, 0.01, 1599.17, 0.26, 26.44, 86.32
12, 0.01, 1599.17, 0.26, 26.44, 86.35
12, 0.01, 1599.17, 0.26, 26.46, 86.33
12, 0.01, 1599.17, 0.26, 26.44, 86.29
12, 0.01, 1599.17, 0.26, 26.43, 86.31
12, 0.01, 1599.17, 0.26, 26.43, 86.34
12, 0.01, 1599.17, 0.26, 26.44, 86.33
12, 0.01, 1599.17, 0.26, 26.44, 86.34
12, 0.01, 1599.17, 0.26, 26.43, 86.37
12, 0.01, 1599.17, 0.26, 26.45, 86.34
12, 0.01, 1599.17, 0.26, 26.43, 86.35
12, 0.01, 1599.17, 0.26, 26.45, 86.35
12, 0.01, 1599.17, 0.26, 26.44, 86.33
12, 0.01, 1599.17, 0.26, 26.44, 86.34
12, 0.01, 1599.17, 0.26, 26.46, 86.35
12, 0.01, 1599.17, 0.26, 26.47, 86.29
12, 0.01, 1599.17, 0.26, 26.48, 86.31
12, 0.01, 1599.17, 0.26, 26.47, 86.29
12, 0.01, 1599.17, 0.26, 26.47, 86.27
12, 0.01, 1599.17, 0.26, 26.48, 86.28
12, 0.01, 1599.17, 0.26, 26.48, 86.26
12, 0.01, 1599.17, 0.26, 26.48, 86.29
12, 0.01, 1599.17, 0.26, 26.46, 86.28
12, 0.01, 1599.17, 0.26, 26.47, 86.27
12, 0.01, 1599.17, 0.26, 26.46, 86.29
12, 0.01, 1599.17, 0.26, 26.48, 86.31
12, 0.01, 1599.17, 0.26, 26.46, 86.36
12, 0.01, 1599.17, 0.26, 26.47, 86.32
12, 0.01, 1599.17, 0.26, 26.48, 86.29
12, 0.01, 1599.17, 0.26, 26.47, 86.30
12, 0.01, 1599.17, 0.26, 26.47, 86.28
12, 0.01, 1599.17, 0.26, 26.49, 86.28
12, 0.01, 1599.17, 0.26, 26.47, 86.26
12, 0.01, 1599.17, 0.26, 26.48, 86.26
12, 0.01, 1599.17, 0.26, 26.49, 86.25
12, 0.01, 1599.17, 0.26, 26.49, 86.27
12, 0.01, 1599.17, 0.26, 26.50, 86.27
12, 0.01, 1599.17, 0.26, 26.51, 86.25
12, 0.01, 1599.17, 0.26, 26.50, 86.22
12, 0.01, 1599.17, 0.26, 26.50, 86.22
12, 0.01, 1599.17, 0.26, 26.50, 86.26
12, 0.01, 1599.17, 0.26, 26.47, 86.31
12, 0.01, 1599.17, 0.26, 26.50, 86.29
12, 0.01, 1599.17, 0.26, 26.50, 86.33
12, 0.01, 1599.17, 0.26, 26.50, 86.32
12, 0.01, 1599.17, 0.26, 26.53, 86.34
12, 0.01, 1599.17, 0.26, 26.52, 86.44
12, 0.01, 1599.17, 0.26, 26.52, 86.65
12, 0.01, 1599.17, 0.26, 26.51, 86.76
12, 0.01, 1599.17, 0.26, 26.52, 86.89
12, 0.01, 1599.17, 0.26, 26.52, 86.96
12, 0.01, 1599.17, 0.26, 26.53, 87.01
12, 0.01, 1599.17, 0.26, 26.53, 87.12
12, 0.01, 1599.17, 0.26, 26.55, 87.18
12, 0.01, 1599.17, 0.26, 26.55, 87.19
12, 0.01, 1599.17, 0.26, 26.57, 87.07
12, 0.01, 1599.17, 0.26, 26.56, 87.03
12, 0.01, 1599.17, 0.26, 26.53, 86.90
12, 0.01, 1599.17, 0.26, 26.50, 86.85
12, 0.01, 1599.17, 0.26, 26.51, 86.79
12, 0.01, 1599.17, 0.26, 26.48, 86.68
12, 0.01, 1599.17, 0.26, 26.45, 86.65
12, 0.01, 1599.17, 0.26, 26.40, 86.62
12, 0.01, 1599.17, 0.26, 26.38, 86.60
12, 0.01, 1599.17, 0.26, 26.40, 86.49
12, 0.01, 1599.17, 0.26, 26.39, 86.36
12, 0.01, 1599.17, 0.26, 26.42, 86.18
12, 0.01, 1599.17, 0.26, 26.43, 86.09
12, 0.01, 1599.17, 0.26, 26.42, 86.01
12, 0.01, 1599.17, 0.26, 26.42, 85.91
12, 0.01, 1599.17, 0.26, 26.40, 85.85
12, 0.01, 1599.17, 0.26, 26.42, 85.80
12, 0.01, 1599.17, 0.26, 26.42, 85.69
12, 0.01, 1599.17, 0.26, 26.42, 85.59
12, 0.01, 1599.17, 0.26, 26.44, 85.40
12, 0.01, 1599.17, 0.26, 26.41, 85.32
12, 0.01, 1599.17, 0.26, 26.40, 85.28
12, 0.01, 1599.17, 0.26, 26.38, 85.31
12, 0.01, 1599.17, 0.26, 26.35, 85.31
12, 0.01, 1599.17, 0.26, 26.40, 85.21
12, 0.01, 1599.17, 0.26, 26.44, 85.08
12, 0.01, 1599.17, 0.26, 26.46, 84.99
12, 0.01, 1599.17, 0.26, 26.41, 84.92
12, 0.01, 1599.17, 0.26, 26.40, 84.87
12, 0.01, 1599.17, 0.26, 26.42, 84.83
12, 0.01, 1599.17, 0.26, 26.43, 84.74
12, 0.01, 1599.17, 0.26, 26.45, 84.70
12, 0.01, 1599.17, 0.26, 26.45, 84.64
12, 0.01, 1599.17, 0.26, 26.46, 84.54
12, 0.01, 1599.17, 0.26, 26.45, 84.49
12, 0.01, 1599.17, 0.26, 26.42, 84.45
12, 0.01, 1599.17, 0.26, 26.37, 84.55
12, 0.01, 1599.17, 0.26, 26.35, 84.51
12, 0.01, 1599.17, 0.26, 26.34, 84.50
12, 0.01, 1599.17, 0.26, 26.35, 84.39
12, 0.01, 1599.17, 0.26, 26.35, 84.36
12, 0.01, 1599.17, 0.26, 26.33, 84.30
12, 0.01, 1599.17, 0.26, 26.34, 84.22
12, 0.01, 1599.17, 0.26, 26.35, 84.18
12, 0.01, 1599.17, 0.26, 26.36, 84.11
12, 0.01, 1599.17, 0.26, 26.31, 84.08
12, 0.01, 1599.17, 0.26, 26.29, 84.06
12, 0.01, 1599.17, 0.26, 26.33, 83.98
12, 0.01, 1599.17, 0.26, 26.31, 83.94
12, 0.01, 1599.17, 0.26, 26.33, 83.89
12, 0.01, 1599.17, 0.26, 26.33, 83.83
12, 0.01, 1599.17, 0.26, 26.33, 83.78
12, 0.01, 1599.17, 0.26, 26.33, 83.73
12, 0.01, 1599.17, 0.26, 26.32, 83.73
12, 0.01, 1599.17, 0.26, 26.34, 83.70
12, 0.01, 1599.17, 0.26, 26.33, 83.62
12, 0.01, 1599.17, 0.26, 26.33, 83.53
12, 0.01, 1599.17, 0.26, 26.31, 83.51
12, 0.01, 1599.17, 0.26, 26.32, 83.49
12, 0.01, 1599.17, 0.26, 26.34, 83.42
12, 0.01, 1599.17, 0.26, 26.29, 83.35
12, 0.01, 1599.17, 0.26, 26.32, 83.34
12, 0.01, 1599.17, 0.26, 26.30, 83.29
12, 0.01, 1599.17, 0.26, 26.28, 83.24
12, 0.01, 1599.17, 0.26, 26.31, 83.25
12, 0.01, 1599.17, 0.26, 26.29, 83.24
12, 0.01, 1599.17, 0.26, 26.31, 83.19
12, 0.01, 1599.17, 0.26, 26.29, 83.14
12, 0.01, 1599.17, 0.26, 26.31, 83.08
12, 0.01, 1599.17, 0.26, 26.33, 83.02
12, 0.01, 1599.17, 0.26, 26.30, 82.98
12, 0.01, 1599.17, 0.26, 26.26, 83.05
12, 0.01, 1599.17, 0.26, 26.27, 83.06
12, 0.01, 1599.17, 0.26, 26.28, 82.97
12, 0.01, 1599.17, 0.26, 26.30, 82.97
12, 0.01, 1599.17, 0.26, 26.30, 82.92
12, 0.01, 1599.17, 0.26, 26.30, 82.88
12, 0.01, 1599.17, 0.26, 26.31, 82.83
12, 0.01, 1599.17, 0.26, 26.31, 82.79
12, 0.01, 1599.17, 0.26, 26.32, 82.73
12, 0.01, 1599.17, 0.26, 26.35, 82.67
12, 0.01, 1599.17, 0.26, 26.34, 82.65
12, 0.01, 1599.17, 0.26, 26.36, 82.61
12, 0.01, 1599.17, 0.26, 26.35, 82.59
12, 0.01, 1599.17, 0.26, 26.31, 82.62
12, 0.01, 1599.17, 0.26, 26.34, 82.62
12, 0.01, 1599.17, 0.26, 26.32, 82.63
12, 0.01, 1599.17, 0.26, 26.33, 82.66
12, 0.01, 1599.17, 0.26, 26.35, 82.59
12, 0.01, 1599.17, 0.26, 26.34, 82.55
12, 0.01, 1599.17, 0.26, 26.35, 82.53
12, 0.01, 1599.17, 0.26, 26.34, 82.50
12, 0.01, 1599.17, 0.26, 26.32, 82.53
12, 0.01, 1599.17, 0.26, 26.34, 82.50
12, 0.01, 1599.17, 0.26, 26.35, 82.41
12, 0.01, 1599.17, 0.26, 26.34, 82.40
12, 0.01, 1599.17, 0.26, 26.32, 82.46
12, 0.01, 1599.17, 0.26, 26.33, 82.43
12, 0.01, 1599.17, 0.26, 26.32, 82.51
12, 0.01, 1599.17, 0.26, 26.36, 82.55
12, 0.01, 1599.17, 0.26, 26.36, 82.55
12, 0.01, 1599.17, 0.26, 26.35, 82.57
12, 0.01, 1599.17, 0.26, 26.37, 82.54
12, 0.01, 1599.17, 0.26, 26.37, 82.51
12, 0.01, 1599.17, 0.26, 26.42, 82.43
12, 0.01, 1599.17, 0.26, 26.40, 82.30
12, 0.01, 1599.17, 0.26, 26.41, 82.31
12, 0.01, 1599.17, 0.26, 26.36, 82.27
12, 0.01, 1599.17, 0.26, 26.34, 82.29
12, 0.01, 1599.17, 0.26, 26.37, 82.24
12, 0.01, 1599.17, 0.26, 26.39, 82.14
12, 0.01, 1599.17, 0.26, 26.40, 82.09
12, 0.01, 1599.17, 0.26, 26.40, 82.02
12, 0.01, 1599.17, 0.26, 26.40, 81.97
12, 0.01, 1599.17, 0.26, 26.37, 81.99
12, 0.01, 1599.17, 0.26, 26.36, 82.00
12, 0.01, 1599.17, 0.26, 26.33, 82.03
12, 0.01, 1599.17, 0.26, 26.35, 82.01
12, 0.01, 1599.17, 0.26, 26.39, 81.97
12, 0.01, 1599.17, 0.26, 26.40, 81.93
12, 0.01, 1599.17, 0.26, 26.40, 81.98
12, 0.01, 1599.17, 0.26, 26.39, 81.96
12, 0.01, 1599.17, 0.26, 26.40, 81.93
12, 0.01, 1599.17, 0.26, 26.41, 81.88
12, 0.01, 1599.17, 0.26, 26.38, 81.84
12, 0.01, 1599.17, 0.26, 26.40, 81.79
12, 0.01, 1599.17, 0.26, 26.41, 81.82
12, 0.01, 1599.17, 0.26, 26.42, 81.82
12, 0.01, 1599.17, 0.26, 26.41, 81.78
12, 0.01, 1599.17, 0.26, 26.42, 81.78
12, 0.01, 1599.17, 0.26, 26.43, 81.71
12, 0.01, 1599.17, 0.26, 26.46, 81.81
11, 0.01, 1744.98, 0.23, 26.45, 81.88
11, 0.01, 1744.98, 0.23, 26.45, 81.88
11, 0.01, 1744.98, 0.23, 26.48, 81.86
